Rk,Name,YoB,Votes,Pvote,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,Gp,GS,SV,IP,Hp,HRp,BBp,SO,PosSummary,Year
1,y Johnny Bench,1st,431,0.964,214,45,17,75.2,47.2,61.2,44.7,2158,7658,1091,2048,389,1376,68,891,0.267,0.342,0.476,0.817,126,,,,,,,,,,,,,,*25379/8,1989
2,y Carl Yastrzemski,1st,423,0.946,215,60,23,96.4,55.5,75.9,53.6,3308,11988,1816,3419,452,1844,168,1845,0.285,0.379,0.462,0.841,130,,,,,,,,,,,,,,*7*3*D85/9,1989
3,y Gaylord Perry HOF,1st,304,0.68,177,57,22,90,52.3,71.1,61.5,512,1076,48,141,6,47,0,22,0.131,0.153,0.164,0.316,-10,314,265,3.11,117,1.181,777,690,10,5350,4938,399,1379,3534,*1,1989
4,y Jim Bunning HOF,13th,283,0.633,98,42,17,59.4,48.9,54.1,61.5,601,1275,82,213,7,75,0,34,0.167,0.188,0.206,0.395,9,224,184,3.27,115,1.179,591,519,16,3760.1,3433,372,1000,2855,*1,1989
5,y Fergie Jenkins HOF,1st,234,0.523,132,53,19,84.1,51.4,67.8,61.5,413,896,54,148,13,85,0,41,0.165,0.2,0.252,0.452,23,284,226,3.34,115,1.142,664,594,7,4500.2,4142,484,997,3192,*1,1989
6,y Orlando Cepeda HOF,10th,176,0.394,126,37,17,50.2,34.6,42.4,54.8,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133,,,,,,,,,,,,,,*37D/95,1989
7,y Tony Oliva,8th,135,0.302,114,29,15,43.1,38.6,40.8,56.8,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131,,,,,,,,,,,,,,*9*D8/7,1989
8,y Bill Mazeroski HOF,12th,134,0.3,71,16,17,36.5,26,31.2,56.9,2163,7755,769,2016,138,853,27,447,0.26,0.299,0.367,0.667,84,,,,,,,,,,,,,,*4/5,1989
9,y Harvey Kuenn,13th,115,0.257,100,27,15,26,22.1,24,55,1833,6913,950,2092,87,671,68,594,0.303,0.357,0.408,0.765,108,,,,,,,,,,,,,,*6*7*9853,1989
10,y Maury Wills,12th,95,0.213,104,30,14,39.7,29.6,34.7,55,1942,7588,1067,2134,20,458,586,552,0.281,0.33,0.331,0.661,88,,,,,,,,,,,,,,*6*5/4,1989
11,y Jim Kaat,1st,87,0.195,130,44,25,50.4,38.1,44.3,61.5,840,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37,283,237,3.45,108,1.259,898,625,17,4530.1,4620,395,1083,2461,*1/D,1989
12,y Ron Santo HOF,6th,75,0.168,88,41,15,70.5,53.8,62.2,55.7,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125,,,,,,,,,,,,,,*5D4/673,1989
13,y Ken Boyer,10th,62,0.139,87,36,15,62.8,46.3,54.6,55.7,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116,,,,,,,,,,,,,,*5836,1989
14,y Minnie Minoso,5th,59,0.132,87,35,17,50.5,39.9,45.2,53.6,1835,6579,1136,1963,186,1023,205,814,0.298,0.389,0.459,0.848,130,,,,,,,,,,,,,,*7598/3D6,1989
15,y Roy Face,14th,47,0.105,47,11,16,20.5,17.9,19.2,32.5,853,194,9,31,0,7,0,2,0.16,0.168,0.175,0.344,-6,104,95,3.48,109,1.243,848,27,191,1375,1347,141,362,877,*1,1989
16,y Luis Tiant,2nd,47,0.105,97,41,19,66,44.1,55.1,61.5,305,513,36,84,5,44,1,13,0.164,0.185,0.224,0.409,17,229,172,3.3,114,1.199,573,484,15,3486.1,3075,346,1104,2416,*1,1989
17,y Mickey Lolich,5th,47,0.105,99,37,16,48,37.8,42.9,61.5,477,821,63,90,0,31,1,105,0.11,0.215,0.121,0.335,-2,217,191,3.44,104,1.227,586,496,10,3638.1,3366,347,1099,2832,*1,1989
18,y Joe Torre HOF,7th,40,0.089,96,40,18,57.6,37.2,47.4,54.8,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129,,,,,,,,,,,,,,*2*3*5/7,1989
19,y Dick Allen,6th,35,0.078,99,39,15,58.7,45.9,52.3,55.7,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156,,,,,,,,,,,,,,*3*57/4D68,1989
20,y Vada Pinson,8th,33,0.074,95,36,18,54.3,40,47.2,57.8,2469,9645,1365,2757,256,1169,305,574,0.286,0.327,0.442,0.769,111,,,,,,,,,,,,,,*8*97/3D,1989
21,y Thurman Munson,9th,31,0.069,90,29,11,46.1,37,41.6,44.7,1423,5344,696,1558,113,701,48,438,0.292,0.346,0.41,0.756,116,,,,,,,,,,,,,,*2D/9375,1989
22,y Bobby Bonds,3rd,29,0.065,66,36,14,57.9,41.1,49.5,56.8,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129,,,,,,,,,,,,,,*98D7,1989
23,y Curt Flood,8th,27,0.06,59,16,15,41.9,32.8,37.3,57.8,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100,,,,,,,,,,,,,,*8/5749,1989
24,y Sparky Lyle,2nd,25,0.056,65,18,16,23.2,19.1,21.1,32.5,419,78,8,15,0,4,1,5,0.192,0.241,0.218,0.459,31,99,76,2.88,128,1.275,899,0,238,1390.1,1292,84,481,873,*1,1989
25,y X-Wilbur Wood,6th,14,0.031,63,21,17,50,45.7,47.8,61.5,460,322,11,27,0,13,1,20,0.084,0.14,0.09,0.23,-33,164,156,3.24,114,1.232,651,297,57,2684,2582,209,724,1411,*1,1989
26,y X-Bert Campaneris,1st,14,0.031,76,27,19,53.1,36.7,44.9,55,2328,8684,1181,2249,79,646,649,618,0.259,0.311,0.342,0.653,89,0,0,9,56,3,1,0,0,1,1,0,2,1,*6574/D83219,1989
27,y X-Manny Mota,2nd,9,0.02,24,18,20,17.6,14.4,16,53.6,1536,3779,496,1149,31,438,50,289,0.304,0.355,0.389,0.744,112,,,,,,,,,,,,,,*789/542,1989
28,y X-Bobby Murcer,1st,3,0.007,29,26,17,32.1,29.8,30.9,57.8,1908,6730,972,1862,252,1043,127,862,0.277,0.357,0.445,0.802,124,,,,,,,,,,,,,,*9*8D756/4,1989
29,y X-Gene Tenace,1st,1,0.002,7,30,15,46.8,35,40.9,44.7,1555,4390,653,1060,201,674,36,984,0.241,0.388,0.429,0.817,136,,,,,,,,,,,,,,*2*3/594D7,1989
30,y X-Don Money,1st,1,0.002,12,16,16,36.5,27.6,32,55.7,1720,6215,798,1623,176,729,80,600,0.261,0.328,0.406,0.734,106,,,,,,,,,,,,,,*54D637,1989
31,y X-Rudy May,1st,0,0,22,19,16,20.3,17.6,19,61.5,243,341,12,42,0,14,0,22,0.123,0.18,0.15,0.33,-4,152,156,3.46,102,1.248,535,360,12,2622,2314,199,958,1760,*1,1989
32,y X-Richie Zisk,1st,0,0,21,20,13,25.1,22.1,23.6,53.6,1453,5144,681,1477,207,792,8,533,0.287,0.353,0.466,0.818,127,,,,,,,,,,,,,,*9*D*7,1989
33,y X-Terry Crowley,1st,0,0,0,7,15,2.2,3.5,2.9,56.8,865,1518,174,379,42,229,3,222,0.25,0.345,0.375,0.72,104,,,,,,,,,,,,,,D93/7,1989
34,y X-Jon Matlack,1st,0,0,35,19,13,39.4,36.9,38.1,61.5,204,441,32,57,0,23,0,57,0.129,0.23,0.136,0.366,7,125,126,3.18,114,1.233,361,318,3,2363,2276,161,638,1516,*1,1989
35,y X-Joe Ferguson,1st,0,0,5,25,14,21,19.6,20.3,44.7,1013,3001,407,719,122,445,22,562,0.24,0.358,0.409,0.767,116,,,,,,,,,,,,,,*29/73,1989
36,y X-Jim Barr,1st,0,0,5,10,12,30.7,29,29.8,61.5,421,513,28,83,1,31,2,15,0.162,0.191,0.205,0.396,10,101,112,3.56,105,1.278,454,252,12,2065.1,2170,161,469,741,*1,1989
37,y X-Cesar Geronimo,1st,0,0,20,8,15,12.9,13.4,13.2,57.8,1522,3780,460,977,51,392,82,354,0.258,0.325,0.368,0.693,93,,,,,,,,,,,,,,*897/D,1989
38,y X-Dave Goltz,1st,0,0,12,8,12,23.1,25.3,24.2,61.5,83,94,1,10,0,7,0,10,0.106,0.2,0.106,0.306,-10,113,109,3.69,105,1.348,353,264,8,2039.2,2104,149,646,1105,*1/D,1989
39,y X-Bill Robinson,1st,0,0,11,10,16,7.7,10.4,9,53.6,1472,4364,536,1127,166,641,71,263,0.258,0.3,0.438,0.738,104,,,,,,,,,,,,,,*7*9835,1989
40,y X-Woodie Fryman,1st,0,0,7,13,18,16.9,17.7,17.3,61.5,564,609,22,84,2,25,1,14,0.138,0.158,0.158,0.316,-11,141,155,3.77,96,1.351,625,322,58,2411.1,2367,187,890,1587,*1,1989
41,y X-Bake McBride,1st,0,0,17,18,11,22.7,22.5,22.6,56.8,1071,3853,548,1153,63,430,183,248,0.299,0.345,0.42,0.765,109,,,,,,,,,,,,,,*9*8/D7,1989
42,y Jim Palmer,1st,411,0.926,193,56,19,68.4,47.4,57.9,61.5,222,489,52,85,3,41,1,16,0.174,0.2,0.215,0.414,18,268,152,2.86,125,1.18,558,521,4,3948,3349,303,1311,2212,*1/D,1990
43,y Joe Morgan,1st,363,0.818,172,56,22,100.6,59.3,79.9,56.9,2649,9277,1650,2517,268,1133,689,1865,0.271,0.392,0.427,0.819,132,,,,,,,,,,,,,,*4/7D58,1990
44,y Gaylord Perry HOF,2nd,320,0.721,177,57,22,90,52.3,71.1,61.5,512,1076,48,141,6,47,0,22,0.131,0.153,0.164,0.316,-10,314,265,3.11,117,1.181,777,690,10,5350,4938,399,1379,3534,*1,1990
45,y Fergie Jenkins HOF,2nd,296,0.667,132,53,19,84.1,51.4,67.8,61.5,413,896,54,148,13,85,0,41,0.165,0.2,0.252,0.452,23,284,226,3.34,115,1.142,664,594,7,4500.2,4142,484,997,3192,*1,1990
46,y Jim Bunning HOF,14th,257,0.579,98,42,17,59.4,48.9,54.1,61.5,601,1275,82,213,7,75,0,34,0.167,0.188,0.206,0.395,9,224,184,3.27,115,1.179,591,519,16,3760.1,3433,372,1000,2855,*1,1990
47,y Orlando Cepeda HOF,11th,211,0.475,126,37,17,50.2,34.6,42.4,54.8,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133,,,,,,,,,,,,,,*37D/95,1990
48,y Tony Oliva,9th,142,0.32,114,29,15,43.1,38.6,40.8,56.8,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131,,,,,,,,,,,,,,*9*D8/7,1990
49,y Bill Mazeroski HOF,13th,131,0.295,71,16,17,36.5,26,31.2,56.9,2163,7755,769,2016,138,853,27,447,0.26,0.299,0.367,0.667,84,,,,,,,,,,,,,,*4/5,1990
50,y Harvey Kuenn,14th,107,0.241,100,27,15,26,22.1,24,55,1833,6913,950,2092,87,671,68,594,0.303,0.357,0.408,0.765,108,,,,,,,,,,,,,,*6*7*9853,1990
51,y Ron Santo HOF,7th,96,0.216,88,41,15,70.5,53.8,62.2,55.7,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125,,,,,,,,,,,,,,*5D4/673,1990
52,y Maury Wills,13th,95,0.214,104,30,14,39.7,29.6,34.7,55,1942,7588,1067,2134,20,458,586,552,0.281,0.33,0.331,0.661,88,,,,,,,,,,,,,,*6*5/4,1990
53,y Jim Kaat,2nd,79,0.178,130,44,25,50.4,38.1,44.3,61.5,840,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37,283,237,3.45,108,1.259,898,625,17,4530.1,4620,395,1083,2461,*1/D,1990
54,y Ken Boyer,11th,78,0.176,87,36,15,62.8,46.3,54.6,55.7,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116,,,,,,,,,,,,,,*5836,1990
55,y Dick Allen,7th,58,0.131,99,39,15,58.7,45.9,52.3,55.7,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156,,,,,,,,,,,,,,*3*57/4D68,1990
56,y Joe Torre HOF,8th,55,0.124,96,40,18,57.6,37.2,47.4,54.8,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129,,,,,,,,,,,,,,*2*3*5/7,1990
57,y Minnie Minoso,6th,51,0.115,87,35,17,50.5,39.9,45.2,53.6,1835,6579,1136,1963,186,1023,205,814,0.298,0.389,0.459,0.848,130,,,,,,,,,,,,,,*7598/3D6,1990
58,y X-Roy Face,15th,50,0.113,47,11,16,20.5,17.9,19.2,32.5,853,194,9,31,0,7,0,2,0.16,0.168,0.175,0.344,-6,104,95,3.48,109,1.243,848,27,191,1375,1347,141,362,877,*1,1990
59,y Luis Tiant,3rd,42,0.095,97,41,19,66,44.1,55.1,61.5,305,513,36,84,5,44,1,13,0.164,0.185,0.224,0.409,17,229,172,3.3,114,1.199,573,484,15,3486.1,3075,346,1104,2416,*1,1990
60,y Vada Pinson,9th,36,0.081,95,36,18,54.3,40,47.2,57.8,2469,9645,1365,2757,256,1169,305,574,0.286,0.327,0.442,0.769,111,,,,,,,,,,,,,,*8*97/3D,1990
61,y Curt Flood,9th,35,0.079,59,16,15,41.9,32.8,37.3,57.8,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100,,,,,,,,,,,,,,*8/5749,1990
62,y Thurman Munson,10th,33,0.074,90,29,11,46.1,37,41.6,44.7,1423,5344,696,1558,113,701,48,438,0.292,0.346,0.41,0.756,116,,,,,,,,,,,,,,*2D/9375,1990
63,y Bobby Bonds,4th,30,0.068,66,36,14,57.9,41.1,49.5,56.8,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129,,,,,,,,,,,,,,*98D7,1990
64,y Mickey Lolich,6th,27,0.061,99,37,16,48,37.8,42.9,61.5,477,821,63,90,0,31,1,105,0.11,0.215,0.121,0.335,-2,217,191,3.44,104,1.227,586,496,10,3638.1,3366,347,1099,2832,*1,1990
65,y Sparky Lyle,3rd,25,0.056,65,18,16,23.2,19.1,21.1,32.5,419,78,8,15,0,4,1,5,0.192,0.241,0.218,0.459,31,99,76,2.88,128,1.275,899,0,238,1390.1,1292,84,481,873,*1,1990
66,y X-Tug McGraw,1st,6,0.014,35,12,19,21.8,20,20.9,32.5,826,214,14,39,1,18,0,10,0.182,0.221,0.229,0.45,26,96,92,3.14,117,1.254,824,39,180,1514.2,1318,108,582,1109,*1,1990
67,y X-Bucky Dent,1st,3,0.007,23,14,12,17.5,17.2,17.4,55,1392,4512,451,1114,40,423,17,328,0.247,0.297,0.321,0.618,74,,,,,,,,,,,,,,*6/45D,1990
68,y X-Bob Watson,1st,3,0.007,28,24,19,28.4,24.4,26.4,54.8,1832,6185,802,1826,184,989,27,653,0.295,0.364,0.447,0.811,129,,,,,,,,,,,,,,*3*7D/29,1990
69,y X-Rick Monday,1st,2,0.005,15,21,19,33.1,22.9,28,57.8,1986,6136,950,1619,241,775,98,924,0.264,0.361,0.443,0.804,125,,,,,,,,,,,,,,*8973,1990
70,y X-Mickey Rivers,1st,2,0.005,35,16,15,32.7,27.7,30.2,57.8,1468,5629,785,1660,61,499,267,266,0.295,0.327,0.397,0.724,106,,,,,,,,,,,,,,*8D79,1990
71,y X-Lou Piniella,1st,2,0.005,21,14,18,12.5,16.2,14.4,53.6,1747,5867,651,1705,102,766,32,368,0.291,0.333,0.409,0.741,109,,,,,,,,,,,,,,*79D/83,1990
72,y X-Greg Luzinski,1st,1,0.002,53,26,15,26.3,22.4,24.3,53.6,1821,6505,880,1795,307,1128,37,845,0.276,0.363,0.478,0.84,130,,,,,,,,,,,,,,*7*D3/9,1990
73,y X-Mike Torrez,1st,1,0.002,37,18,18,22.8,20.6,21.7,61.5,229,412,24,64,0,15,1,10,0.155,0.179,0.18,0.359,0,185,160,3.96,98,1.45,494,458,0,3043.2,3043,223,1371,1404,*1,1990
74,y X-Jim Bibby,1st,1,0.002,21,9,12,19.3,19.8,19.6,61.5,159,209,15,31,5,17,0,13,0.148,0.208,0.249,0.457,25,111,101,3.76,99,1.328,340,239,8,1722.2,1565,131,723,1079,*1/D,1990
75,y X-Jerry Remy,1st,1,0.002,3,17,10,14.6,13.5,14,56.9,1154,4455,605,1226,7,329,208,356,0.275,0.327,0.328,0.656,82,,,,,,,,,,,,,,*4/D596,1990
76,y X-Roy Howell,1st,0,0,6,10,11,10.9,11.4,11.2,55.7,1112,3791,422,991,80,454,9,318,0.261,0.321,0.389,0.71,98,,,,,,,,,,,,,,*5D/397,1990
77,y X-Ken Singleton,1st,0,0,39,30,15,41.8,33.8,37.8,56.8,2082,7189,985,2029,246,1065,21,1263,0.282,0.388,0.436,0.824,132,,,,,,,,,,,,,,*9*D7/8,1990
78,y X-John Stearns,1st,0,0,12,6,11,19.7,19.4,19.6,44.7,810,2681,334,696,46,312,91,323,0.26,0.341,0.375,0.717,102,,,,,,,,,,,,,,*23/57,1990
79,y X-Dick Tidrow,1st,0,0,11,9,13,13.4,14,13.7,32.5,315,95,6,9,0,7,0,3,0.095,0.122,0.095,0.217,-37,100,94,3.68,102,1.308,620,138,55,1746.2,1705,163,579,975,*1,1990
80,y X-Mike Caldwell,1st,0,0,28,11,14,18.4,20.7,19.5,61.5,237,216,11,34,0,8,0,4,0.157,0.172,0.19,0.362,2,137,130,3.81,99,1.319,475,307,18,2408.2,2581,218,597,939,*1,1990
81,y X-Paul Splittorff,1st,0,0,24,16,15,22.9,18.8,20.9,61.5,64,121,12,22,0,4,0,7,0.182,0.233,0.207,0.439,30,166,143,3.81,101,1.34,429,392,1,2554.2,2644,192,780,1057,*1,1990
82,y X-Jose Morales,1st,0,0,5,9,12,0.1,2.1,1.1,54.8,733,1305,126,375,26,207,0,89,0.287,0.332,0.408,0.741,103,,,,,,,,,,,,,,D32/7,1990
83,y X-Champ Summers,1st,0,0,0,10,11,3,4.3,3.7,56.8,698,1371,199,350,54,218,15,188,0.255,0.35,0.425,0.776,112,,,,,,,,,,,,,,9D73/52,1990
84,y X-Amos Otis,1st,0,0,42,27,17,42.8,32.5,37.7,57.8,1998,7299,1092,2020,193,1007,341,757,0.277,0.343,0.425,0.768,115,,,,,,,,,,,,,,*879/D5,1990
85,y X-Tony Scott,1st,0,0,0,2,11,4.4,6.4,5.4,57.8,991,2803,331,699,17,253,125,186,0.249,0.297,0.327,0.625,74,,,,,,,,,,,,,,*879,1990
86,y Rod Carew,1st,401,0.905,243,55,19,81.3,49.8,65.5,56.9,2469,9315,1424,3053,92,1015,353,1018,0.328,0.393,0.429,0.822,131,,,,,,,,,,,,,,*3*4D/657,1991
87,y Gaylord Perry,3rd,342,0.772,177,57,22,90,52.3,71.1,61.5,512,1076,48,141,6,47,0,22,0.131,0.153,0.164,0.316,-10,314,265,3.11,117,1.181,777,690,10,5350,4938,399,1379,3534,*1,1991
88,y Fergie Jenkins,3rd,334,0.754,132,53,19,84.1,51.4,67.8,61.5,413,896,54,148,13,85,0,41,0.165,0.2,0.252,0.452,23,284,226,3.34,115,1.142,664,594,7,4500.2,4142,484,997,3192,*1,1991
89,y Rollie Fingers HOF,1st,291,0.657,128,18,17,25.6,18.8,22.2,32.5,497,180,10,31,2,9,0,3,0.172,0.186,0.222,0.408,16,114,118,2.9,120,1.156,944,37,341,1701.1,1474,123,492,1299,*1,1991
90,y X-Jim Bunning HOF,15th,282,0.637,98,42,17,59.4,48.9,54.1,61.5,601,1275,82,213,7,75,0,34,0.167,0.188,0.206,0.395,9,224,184,3.27,115,1.179,591,519,16,3760.1,3433,372,1000,2855,*1,1991
91,y Orlando Cepeda HOF,12th,192,0.433,126,37,17,50.2,34.6,42.4,54.8,2124,7927,1131,2351,379,1365,142,588,0.297,0.35,0.499,0.849,133,,,,,,,,,,,,,,*37D/95,1991
92,y Tony Oliva,10th,160,0.361,114,29,15,43.1,38.6,40.8,56.8,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131,,,,,,,,,,,,,,*9*D8/7,1991
93,y Bill Mazeroski HOF,14th,142,0.321,71,16,17,36.5,26,31.2,56.9,2163,7755,769,2016,138,853,27,447,0.26,0.299,0.367,0.667,84,,,,,,,,,,,,,,*4/5,1991
94,y Ron Santo HOF,8th,116,0.262,88,41,15,70.5,53.8,62.2,55.7,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125,,,,,,,,,,,,,,*5D4/673,1991
95,y X-Harvey Kuenn,15th,100,0.226,100,27,15,26,22.1,24,55,1833,6913,950,2092,87,671,68,594,0.303,0.357,0.408,0.765,108,,,,,,,,,,,,,,*6*7*9853,1991
96,y Jim Kaat,3rd,62,0.14,130,44,25,50.4,38.1,44.3,61.5,840,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37,283,237,3.45,108,1.259,898,625,17,4530.1,4620,395,1083,2461,*1/D,1991
97,y Maury Wills,14th,61,0.138,104,30,14,39.7,29.6,34.7,55,1942,7588,1067,2134,20,458,586,552,0.281,0.33,0.331,0.661,88,,,,,,,,,,,,,,*6*5/4,1991
98,y Dick Allen,8th,59,0.133,99,39,15,58.7,45.9,52.3,55.7,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156,,,,,,,,,,,,,,*3*57/4D68,1991
99,y Ken Boyer,12th,58,0.131,87,36,15,62.8,46.3,54.6,55.7,2034,7455,1104,2143,282,1141,105,713,0.287,0.349,0.462,0.81,116,,,,,,,,,,,,,,*5836,1991
100,y Joe Torre HOF,9th,41,0.093,96,40,18,57.6,37.2,47.4,54.8,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129,,,,,,,,,,,,,,*2*3*5/7,1991
101,y Bobby Bonds,5th,39,0.088,66,36,14,57.9,41.1,49.5,56.8,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129,,,,,,,,,,,,,,*98D7,1991
102,y Minnie Minoso,7th,38,0.086,87,35,17,50.5,39.9,45.2,53.6,1835,6579,1136,1963,186,1023,205,814,0.298,0.389,0.459,0.848,130,,,,,,,,,,,,,,*7598/3D6,1991
103,y Mickey Lolich,7th,33,0.074,99,37,16,48,37.8,42.9,61.5,477,821,63,90,0,31,1,105,0.11,0.215,0.121,0.335,-2,217,191,3.44,104,1.227,586,496,10,3638.1,3366,347,1099,2832,*1,1991
104,y Luis Tiant,4th,32,0.072,97,41,19,66,44.1,55.1,61.5,305,513,36,84,5,44,1,13,0.164,0.185,0.224,0.409,17,229,172,3.3,114,1.199,573,484,15,3486.1,3075,346,1104,2416,*1,1991
105,y Vada Pinson,10th,30,0.068,95,36,18,54.3,40,47.2,57.8,2469,9645,1365,2757,256,1169,305,574,0.286,0.327,0.442,0.769,111,,,,,,,,,,,,,,*8*97/3D,1991
106,y Thurman Munson,11th,28,0.063,90,29,11,46.1,37,41.6,44.7,1423,5344,696,1558,113,701,48,438,0.292,0.346,0.41,0.756,116,,,,,,,,,,,,,,*2D/9375,1991
107,y Rusty Staub,1st,28,0.063,59,38,23,45.8,33.3,39.6,56.8,2951,9720,1189,2716,292,1466,47,1255,0.279,0.362,0.431,0.793,124,,,,,,,,,,,,,,*9*D*37/8,1991
108,y Curt Flood,10th,23,0.052,59,16,15,41.9,32.8,37.3,57.8,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100,,,,,,,,,,,,,,*8/5749,1991
109,y X-Al Oliver,1st,19,0.043,117,40,18,43.7,28.1,35.9,57.8,2368,9049,1189,2743,219,1326,84,535,0.303,0.344,0.451,0.795,121,,,,,,,,,,,,,,*8*3*7D9,1991
110,y X-Sparky Lyle,4th,15,0.034,65,18,16,23.2,19.1,21.1,32.5,419,78,8,15,0,4,1,5,0.192,0.241,0.218,0.459,31,99,76,2.88,128,1.275,899,0,238,1390.1,1292,84,481,873,*1,1991
111,y X-Larry Bowa,1st,11,0.025,71,21,16,22.8,21.5,22.2,55,2247,8418,987,2191,15,525,318,474,0.26,0.3,0.32,0.62,71,,,,,,,,,,,,,,*6/4,1991
112,y X-Jerry Koosman,1st,4,0.009,59,33,19,53.6,36.4,45,61.5,431,915,36,109,2,46,1,33,0.119,0.151,0.141,0.292,-17,222,209,3.36,110,1.259,612,527,17,3839.1,3635,290,1198,2556,*1,1991
113,y X-Richie Hebner,1st,1,0.002,12,19,18,33,23.4,28.2,55.7,1908,6144,865,1694,203,890,38,687,0.276,0.352,0.438,0.79,119,,,,,,,,,,,,,,*5*3D/974,1991
114,y X-Mike Jorgensen,1st,1,0.002,4,10,17,9.1,10.4,9.7,54.8,1633,3421,429,833,95,426,58,532,0.243,0.347,0.373,0.72,101,,,,,,,,,,,,,,*3798/D,1991
115,y X-Ellis Valentine,1st,1,0.002,5,9,10,17.1,17.4,17.3,56.8,894,3166,380,881,123,474,59,180,0.278,0.315,0.458,0.773,113,,,,,,,,,,,,,,*98/7D,1991
116,y X-Mike Hargrove,1st,1,0.002,14,19,12,30.4,24.3,27.3,54.8,1666,5564,783,1614,80,686,24,965,0.29,0.396,0.391,0.787,121,,,,,,,,,,,,,,*37D,1991
117,y X-Jeff Burroughs,1st,1,0.002,35,19,16,17.8,16.4,17.1,56.8,1689,5536,720,1443,240,882,16,831,0.261,0.355,0.439,0.795,121,,,,,,,,,,,,,,*9*7D/3,1991
118,y X-John Lowenstein,1st,1,0.002,7,13,16,10,12.2,11.1,53.6,1368,3476,510,881,116,441,128,446,0.253,0.337,0.403,0.741,108,,,,,,,,,,,,,,*79D548/36,1991
119,y X-Burt Hooton,1st,1,0.002,41,22,15,35.6,29.8,32.7,61.5,452,748,42,92,4,49,0,44,0.123,0.173,0.163,0.336,-6,151,136,3.38,108,1.243,480,377,7,2652,2497,193,799,1491,*1,1991
120,y X-Pat Zachry,1st,0,0,10,6,10,10.7,10.5,10.6,61.5,293,318,9,36,0,6,0,14,0.113,0.15,0.113,0.263,-25,69,67,3.52,102,1.395,293,154,3,1177.1,1147,88,495,669,1,1991
121,y X-Bob Bailor,1st,0,0,3,1,11,8.9,9.2,9,55,954,2937,339,775,9,222,90,187,0.264,0.31,0.325,0.636,77,0,0,7.71,65,2.143,3,0,0,2.1,4,0,1,0,964587/D1,1991
122,y X-John Wathan,1st,0,0,3,3,10,5,7.6,6.3,44.7,860,2505,305,656,21,261,105,199,0.262,0.318,0.343,0.661,83,,,,,,,,,,,,,,*239/7D,1991
123,y X-Larry Gura,1st,0,0,25,17,16,21.4,20.6,21,61.5,62,33,1,3,0,1,0,2,0.091,0.143,0.091,0.234,-36,126,97,3.76,106,1.28,403,261,14,2047,2020,204,600,801,*1/D,1991
124,y X-Al Bumbry,1st,0,0,29,15,14,24.5,22.1,23.3,57.8,1496,5053,778,1422,54,402,254,471,0.281,0.343,0.378,0.721,104,,,,,,,,,,,,,,*8*7D9,1991
125,y X-Rich Dauer,1st,0,0,8,12,10,14.4,14.2,14.3,56.9,1140,3829,448,984,43,372,6,297,0.257,0.31,0.343,0.653,83,,,,,,,,,,,,,,*45/D3,1991
126,y X-Oscar Gamble,1st,0,0,8,17,17,22.9,20.1,21.5,56.8,1584,4502,656,1195,200,666,47,610,0.265,0.356,0.454,0.811,127,,,,,,,,,,,,,,*D*978/3,1991
127,y X-Steve Rogers,1st,0,0,48,23,13,44.7,36.8,40.7,61.5,406,881,47,122,0,39,1,61,0.138,0.195,0.152,0.347,-2,158,152,3.17,116,1.232,399,393,2,2837.2,2619,151,876,1621,*1,1991
128,y X-Art Howe,1st,0,0,0,5,11,13.8,14.3,14.1,55.7,891,2626,268,682,43,293,10,275,0.26,0.329,0.379,0.708,102,,,,,,,,,,,,,,*543/6,1991
